bias,Positive,Negative,Sentiment
1,139,705,0.0
1,131,4703,0.0
1,3814,106,1.0
1,3997,184,1.0
1,1262,322,1.0
1,77,4698,0.0
1,4514,512,1.0
1,306,4859,0.0
1,4687,148,1.0
1,3828,90,1.0
1,138,658,0.0
1,3737,60,1.0
1,4,4588,0.0
1,3877,250,1.0
1,3772,227,1.0
1,126,4782,0.0
1,31,4643,0.0
1,3850,161,1.0
1,5061,433,1.0
1,4993,843,1.0
1,1064,344,1.0
1,254,4955,0.0
1,264,4978,0.0
1,3707,24,1.0
1,4351,110,1.0
1,4377,326,1.0
1,277,4846,0.0
1,29,532,0.0
1,874,244,1.0
1,3863,194,1.0
1,661,0,1.0
1,188,858,0.0
1,175,4943,0.0
1,295,4995,0.0
1,33,4901,0.0
1,372,4912,0.0
1,698,5329,0.0
1,112,4661,0.0
1,250,4997,0.0
1,20,4622,0.0
1,64,4663,0.0
1,3810,37,1.0
1,4268,610,1.0
1,54,4666,0.0
1,1,4589,0.0
1,140,4684,0.0
1,3922,187,1.0
1,4571,341,1.0
1,1204,580,1.0
1,1135,354,1.0
1,114,4711,0.0
1,4280,409,1.0
1,5399,860,1.0
1,252,4896,0.0
1,416,5024,0.0
1,383,5504,0.0
1,3708,24,1.0
1,4593,168,1.0
1,750,61,1.0
1,3750,46,1.0
1,3715,9,1.0
1,4340,120,1.0
1,4277,596,1.0
1,4266,303,1.0
1,4052,233,1.0
1,596,5327,0.0
1,88,4643,0.0
1,3719,11,1.0
1,181,5139,0.0
1,395,948,0.0
1,4334,109,1.0
1,253,5103,0.0
1,53,4614,0.0
1,1663,816,1.0
1,285,120,1.0
1,3738,14,1.0
1,491,5393,0.0
1,120,325,0.0
1,3887,72,1.0
1,306,877,0.0
1,328,5035,0.0
1,3958,234,1.0
1,5399,860,1.0
1,822,108,1.0
1,21,4622,0.0
1,219,4987,0.0
1,3754,26,1.0
1,3894,91,1.0
1,1126,658,1.0
1,79,4737,0.0
1,15,4642,0.0
1,4266,475,1.0
1,1,4585,0.0
1,154,4818,0.0
1,11102,30,1.0
1,3953,440,1.0
1,717,12,1.0
1,502,9761,0.0
1,247,76,1.0
1,450,4987,0.0
1,3715,39,1.0
1,11,4597,0.0
1,3750,33,1.0
1,1967,692,1.0
1,873,25,1.0
1,4158,292,1.0
1,296,147,1.0
1,3848,205,1.0
1,45,822,0.0
1,202,9325,0.0
1,3994,202,1.0
1,3956,50,1.0
1,1231,5771,0.0
1,35,4661,0.0
1,468,5278,0.0
1,75,4784,0.0
1,311,4851,0.0
1,4382,114,1.0
1,3826,118,1.0
1,3,4585,0.0
1,420,4996,0.0
1,109,906,0.0
1,197,4940,0.0
1,81,4646,0.0
1,25,4603,0.0
1,0,503,0.0
1,3762,35,1.0
1,77,4663,0.0
1,367,4957,0.0
1,3928,255,1.0
1,29,812,0.0
1,156,4861,0.0
1,23,4733,0.0
1,525,5465,0.0
1,413,5081,0.0
1,3712,23,1.0
1,326,5137,0.0
1,156,4,1.0
1,57,845,0.0
1,38,4642,0.0
1,884,248,1.0
1,4249,509,1.0
1,245,649,0.0
1,765,90,1.0
1,3816,53,1.0
1,360,4774,0.0
1,3761,34,1.0
1,1393,237,1.0
1,302,5138,0.0
1,650,5598,0.0
1,905,406,1.0
1,1024,339,1.0
1,4218,388,1.0
1,399,943,0.0
1,4114,279,1.0
1,4088,677,1.0
1,9,4589,0.0
1,131,4788,0.0
1,13,4593,0.0
1,223,964,0.0
1,688,21,1.0
1,12129,1158,1.0
1,894,292,1.0
1,58,4696,0.0
1,3997,149,1.0
1,3860,74,1.0
1,4220,232,1.0
1,4209,402,1.0
1,4359,628,1.0
1,228,4771,0.0
1,3812,28,1.0
1,90,4710,0.0
1,223,4651,0.0
1,71,4687,0.0
1,4334,109,1.0
1,286,4900,0.0
1,45,4635,0.0
1,3751,84,1.0
1,196,4965,0.0
1,1371,637,1.0
1,4675,427,1.0
1,228,4832,0.0
1,4335,109,1.0
1,1,4587,0.0
1,377,993,0.0
1,3715,3,1.0
1,60,4727,0.0
1,85,4748,0.0
1,3738,79,1.0
1,3824,248,1.0
1,1,4585,0.0
1,4191,421,1.0
1,68,4809,0.0
1,3731,89,1.0
1,187,4940,0.0
1,4212,297,1.0
1,3735,30,1.0
1,245,793,0.0
1,64,4655,0.0
1,191,4791,0.0
1,219,4995,0.0
1,28,4633,0.0
1,43,4698,0.0
1,4392,139,1.0
1,105,4927,0.0
1,4370,300,1.0
1,43,584,0.0
1,234,4812,0.0
1,3854,290,1.0
1,186,4946,0.0
1,29,4599,0.0
1,1301,107,1.0
1,3750,33,1.0
1,1,4585,0.0
1,117,5024,0.0
1,406,1211,0.0
1,123,4656,0.0
1,4318,565,1.0
1,166,4866,0.0
1,550,5135,0.0
1,91,4728,0.0
1,343,175,1.0
1,4347,327,1.0
1,3841,151,1.0
1,3896,245,1.0
1,3821,171,1.0
1,899,317,1.0
1,171,5146,0.0
1,3750,33,1.0
1,4524,153,1.0
1,3765,7,1.0
1,4721,845,1.0
1,1637,5492,0.0
1,19,4617,0.0
1,4004,290,1.0
1,845,5359,0.0
1,466,5242,0.0
1,62,9284,0.0
1,69,4673,0.0
1,209,4976,0.0
1,118,4865,0.0
1,3777,71,1.0
1,4335,109,1.0
1,642,5312,0.0
1,375,5200,0.0
1,4169,249,1.0
1,761,5492,0.0
1,1214,679,1.0
1,483,4970,0.0
1,3764,53,1.0
1,3751,33,1.0
1,721,63,1.0
1,4869,426,1.0
1,1637,5492,0.0
1,286,4911,0.0
1,1533,182,1.0
1,3804,225,1.0
1,60,4681,0.0
1,102,4692,0.0
1,4588,222,1.0
1,330,331,0.0
1,4080,437,1.0
1,856,260,1.0
1,3778,54,1.0
1,440,5046,0.0
1,1044,470,1.0
1,1,4590,0.0
1,683,5157,0.0
1,3705,7,1.0
1,4073,217,1.0
1,1087,63,1.0
1,1524,124,1.0
1,2330,560,1.0
1,365,4955,0.0
1,3902,401,1.0
1,19,4626,0.0
1,4287,321,1.0
1,186,4726,0.0
1,77,48,1.0
1,21,4638,0.0
1,867,173,1.0
1,1270,1156,1.0
1,681,5541,0.0
1,4721,421,1.0
1,4195,420,1.0
1,4511,627,1.0
1,4707,392,1.0
1,172,4837,0.0
1,3692,2,1.0
1,4198,278,1.0
1,474,4903,0.0
1,1397,149,1.0
1,456,9435,0.0
1,4361,346,1.0
1,318,5025,0.0
1,3950,194,1.0
1,4388,128,1.0
1,221,4974,0.0
1,3914,167,1.0
1,4435,144,1.0
1,416,4949,0.0
1,410,5230,0.0
1,7,4603,0.0
1,909,241,1.0
1,1106,5786,0.0
1,3969,111,1.0
1,1020,493,1.0
1,176,4888,0.0
1,4526,312,1.0
1,1536,538,1.0
1,4993,843,1.0
1,53,4742,0.0
1,4334,109,1.0
1,3998,155,1.0
1,4032,115,1.0
1,99,4831,0.0
1,1,4585,0.0
1,150,9441,0.0
1,11,4608,0.0
1,11,4595,0.0
1,4583,248,1.0
1,1637,5492,0.0
1,4315,389,1.0
1,15,4608,0.0
1,273,5010,0.0
1,437,5162,0.0
1,1637,5492,0.0
1,1271,5899,0.0
1,322,4920,0.0
1,4993,843,1.0
1,507,5207,0.0
1,4324,577,1.0
1,4091,264,1.0
1,11798,173,1.0
1,4403,205,1.0
1,4711,1122,1.0
1,38,4625,0.0
1,347,5076,0.0
1,395,5107,0.0
1,3743,28,1.0
1,36,4654,0.0
1,4114,185,1.0
1,1,4587,0.0
1,66,4801,0.0
1,138,4670,0.0
1,4189,460,1.0
1,64,4698,0.0
1,800,19,1.0
1,3747,43,1.0
1,3865,137,1.0
1,1365,819,1.0
1,12,4590,0.0
1,88,4704,0.0
1,388,5054,0.0
1,4359,131,1.0
1,873,216,1.0
1,181,4785,0.0
1,8,4602,0.0
1,416,5022,0.0
1,4427,377,1.0
1,3879,251,1.0
1,783,69,1.0
1,4180,410,1.0
1,3769,78,1.0
1,98,4860,0.0
1,2,4596,0.0
1,789,5173,0.0
1,28,4632,0.0
1,1881,799,1.0
1,3921,78,1.0
1,151,4896,0.0
1,5,4598,0.0
1,4549,171,1.0
1,207,5010,0.0
1,615,5138,0.0
1,4993,843,1.0
1,1070,379,1.0
1,4149,366,1.0
1,70,605,0.0
1,4022,126,1.0
1,4164,295,1.0
1,27,4657,0.0
1,418,5259,0.0
1,12,9299,0.0
1,3848,57,1.0
1,8,4603,0.0
1,764,34,1.0
1,4042,319,1.0
1,177,4942,0.0
1,84,4734,0.0
1,383,4982,0.0
1,3,53,0.0
1,726,5182,0.0
1,190,4942,0.0
1,699,17,1.0
1,3904,115,1.0
1,3990,391,1.0
1,5446,977,1.0
1,341,5245,0.0
1,1967,1242,1.0
1,8421,385,1.0
1,269,4958,0.0
1,27,550,0.0
1,1029,37,1.0
1,761,39,1.0
1,69,4702,0.0
1,3704,6,1.0
1,171,702,0.0
1,267,675,0.0
1,272,4875,0.0
1,593,5328,0.0
1,127,9418,0.0
1,408,458,0.0
1,24,4608,0.0
1,756,5353,0.0
1,4950,406,1.0
1,4314,209,1.0
1,3762,45,1.0
1,246,1103,0.0
1,290,4805,0.0
1,1205,256,1.0
1,3828,64,1.0
1,4382,114,1.0
1,996,219,1.0
1,821,9547,0.0
1,4009,264,1.0
1,3743,38,1.0
1,798,64,1.0
1,173,4951,0.0
1,3713,10,1.0
1,1236,5308,0.0
1,3696,7,1.0
1,3914,110,1.0
1,4007,313,1.0
1,76,4775,0.0
1,321,562,0.0
1,206,4991,0.0
1,4781,372,1.0
1,185,4872,0.0
1,510,1091,0.0
1,17,4611,0.0
1,862,121,1.0
1,146,690,0.0
1,3728,13,1.0
1,3978,50,1.0
1,1,0,1.0
1,1057,417,1.0
1,163,4944,0.0
1,4142,512,1.0
1,77,4705,0.0
1,533,841,0.0
1,3742,49,1.0
1,4993,843,1.0
1,11,4597,0.0
1,773,5872,0.0
1,3776,13,1.0
1,572,5131,0.0
1,3824,83,1.0
1,3723,14,1.0
1,4111,390,1.0
1,3809,124,1.0
1,4390,121,1.0
1,3794,35,1.0
1,247,4784,0.0
1,3692,2,1.0
1,616,5321,0.0
1,170,177,0.0
1,4237,359,1.0
1,892,5122,0.0
1,4083,491,1.0
1,2,508,0.0
1,61,4673,0.0
1,3895,217,1.0
1,30,4890,0.0
1,362,4726,0.0
1,8272,259,1.0
1,14,4612,0.0
1,178,4867,0.0
1,3882,67,1.0
1,3730,40,1.0
1,253,4858,0.0
1,923,210,1.0
1,3954,320,1.0
1,311,9680,0.0
1,393,5020,0.0
1,1,4586,0.0
1,4334,109,1.0
1,15,4635,0.0
1,4198,382,1.0
1,154,4883,0.0
1,145,3,1.0
1,290,4822,0.0
1,65,4738,0.0
1,91,4715,0.0
1,934,226,1.0
1,1538,5235,0.0
1,228,5226,0.0
1,681,33,1.0
1,3937,152,1.0
1,4164,454,1.0
1,698,413,1.0
1,1218,371,1.0
1,3734,19,1.0
1,45,4641,0.0
1,3,4587,0.0
1,3765,53,1.0
1,3700,2,1.0
1,3847,80,1.0
1,490,4907,0.0
1,3951,244,1.0
1,3781,102,1.0
1,264,395,1.0
1,3704,19,1.0
1,76,4708,0.0
1,3937,199,1.0
1,3772,137,1.0
1,2683,84,1.0
1,3777,35,1.0
1,289,4965,0.0
1,3945,276,1.0
1,802,21,1.0
1,4689,450,1.0
1,362,4932,0.0
1,3727,47,1.0
1,4098,346,1.0
1,305,5060,0.0
1,37,4673,0.0
1,1129,5917,0.0
1,405,4897,0.0
1,3692,2,1.0
1,3905,270,1.0
1,113,4753,0.0
1,4399,614,1.0
1,1,4584,0.0
1,660,1,1.0
1,3712,10,1.0
1,3993,335,1.0
1,4,508,0.0
1,1187,544,1.0
1,4370,125,1.0
1,1224,312,1.0
1,1637,5492,0.0
1,920,1959,0.0
1,120,630,0.0
1,5399,860,1.0
1,100,4606,0.0
1,104,4793,0.0
1,178,5036,0.0
1,3810,94,1.0
1,4387,301,1.0
1,3798,82,1.0
1,156,4718,0.0
1,4822,503,1.0
1,400,4986,0.0
1,6,4635,0.0
1,1301,107,1.0
1,1,504,0.0
1,673,11,1.0
1,37,4663,0.0
1,4306,471,1.0
1,32,615,0.0
1,3712,14,1.0
1,203,4879,0.0
1,131,4734,0.0
1,4336,109,1.0
1,1012,223,1.0
1,3735,38,1.0
1,862,341,1.0
1,11,4616,0.0
1,1344,107,1.0
1,128,4865,0.0
1,1,502,0.0
1,4385,156,1.0
1,828,681,1.0
1,341,4978,0.0
1,3756,45,1.0
1,11,4600,0.0
1,16,4599,0.0
1,880,43,1.0
1,3726,60,1.0
1,63,4673,0.0
1,131,4725,0.0
1,4076,232,1.0
1,4334,550,1.0
1,216,4798,0.0
1,4,4626,0.0
1,3729,25,1.0
1,4,4588,0.0
1,103,4866,0.0
1,3936,414,1.0
1,73,160,0.0
1,459,1075,0.0
1,1,4584,0.0
1,3710,4,1.0
1,1385,148,1.0
1,76,4628,0.0
1,264,4744,0.0
1,10,4599,0.0
1,756,35,1.0
1,422,4980,0.0
1,231,23464,0.0
1,124,4713,0.0
1,4206,196,1.0
1,642,5211,0.0
1,4380,120,1.0
1,3891,124,1.0
1,3693,5,1.0
1,179,4972,0.0
1,1,4585,0.0
1,14,4603,0.0
1,3809,170,1.0
1,213,4905,0.0
1,4993,843,1.0
1,5469,637,1.0
1,702,0,1.0
1,1548,705,1.0
1,3780,51,1.0
1,90,4695,0.0
1,406,4738,0.0
1,14,4611,0.0
1,30,4890,0.0
1,720,17,1.0
1,208,9706,0.0
1,865,45,1.0
1,24,61,0.0
1,118,4691,0.0
1,246,831,0.0
1,3761,107,1.0
1,115,4635,0.0
1,3733,66,1.0
1,4863,530,1.0
1,4474,138,1.0
1,34,4663,0.0
1,8,4597,0.0
1,3975,295,1.0
1,48,124,0.0
1,3783,33,1.0
1,4344,349,1.0
1,130,4778,0.0
1,3730,10,1.0
1,246,4849,0.0
1,173,4769,0.0
1,4599,309,1.0
1,3707,25,1.0
1,421,5062,0.0
1,822,67,1.0
1,659,0,1.0
1,547,813,0.0
1,3863,247,1.0
1,5691,1538,1.0
1,3922,259,1.0
1,3764,7,1.0
1,810,181,1.0
1,7902,301,1.0
1,3746,26,1.0
1,114,4826,0.0
1,77,4772,0.0
1,4334,109,1.0
1,4408,678,1.0
1,4449,679,1.0
1,324,839,0.0
1,810,150,1.0
1,4785,691,1.0
1,4334,109,1.0
1,4007,71,1.0
1,3879,119,1.0
1,228,4824,0.0
1,3720,40,1.0
1,84,4627,0.0
1,29,4661,0.0
1,590,5450,0.0
1,4273,300,1.0
1,4186,298,1.0
1,3867,24,1.0
1,4637,717,1.0
1,90,4711,0.0
1,3702,6,1.0
1,144,4792,0.0
1,55,4678,0.0
1,10,4636,0.0
1,369,5004,0.0
1,95,4736,0.0
1,3755,44,1.0
1,205,993,0.0
1,256,4881,0.0
1,439,946,0.0
1,353,4974,0.0
1,1327,462,1.0
1,3724,41,1.0
1,3914,156,1.0
1,7930,263,1.0
1,3931,301,1.0
1,3967,136,1.0
1,1113,304,1.0
1,3858,294,1.0
1,3822,75,1.0
1,3726,41,1.0
1,3921,286,1.0
1,86,4707,0.0
1,309,5291,0.0
1,92,4682,0.0
1,226,56,1.0
1,4814,1091,1.0
1,4115,389,1.0
1,897,5342,0.0
1,6,4634,0.0
1,23,4629,0.0
1,3774,108,1.0
1,712,36,1.0
1,659,0,1.0
1,11504,205,1.0
1,4384,437,1.0
1,197,44,1.0
1,38,4898,0.0
1,257,9554,0.0
1,1637,5492,0.0
1,4400,662,1.0
1,3888,45,1.0
1,40,4910,0.0
1,8331,450,1.0
1,136,4669,0.0
1,3691,2,1.0
1,4675,427,1.0
1,1,4587,0.0
1,184,313,0.0
1,6,4594,0.0
1,3694,3,1.0
1,416,1050,0.0
1,692,33,1.0
1,193,4745,0.0
1,210,4985,0.0
1,3881,275,1.0
1,3804,57,1.0
1,714,5213,0.0
1,66,4654,0.0
1,419,5050,0.0
1,408,5199,0.0
1,312,299,1.0
1,1143,361,1.0
1,107,4806,0.0
1,3787,18,1.0
1,4315,640,1.0
1,354,5103,0.0
1,1584,8682,0.0
1,320,4984,0.0
1,1034,306,1.0
1,4993,843,1.0
1,1347,109,1.0
1,3823,78,1.0
1,102,4808,0.0
1,958,55,1.0
1,49,4758,0.0
1,742,56,1.0
1,1,4584,0.0
1,4135,169,1.0
1,3981,291,1.0
1,192,5029,0.0
1,1183,258,1.0
1,1637,5492,0.0
1,751,43,1.0
1,3790,161,1.0
1,5587,869,1.0
1,3715,14,1.0
1,353,5116,0.0
1,4117,456,1.0
1,5408,1212,1.0
1,1388,161,1.0
1,5162,925,1.0
1,4292,471,1.0
1,250,4912,0.0
1,246,4824,0.0
1,1595,976,1.0
1,1,4584,0.0
1,3777,64,1.0
1,65,4788,0.0
1,63,4939,0.0
1,788,247,1.0
1,1128,486,1.0
1,1046,361,1.0
1,3770,11,1.0
1,4031,329,1.0
1,3745,26,1.0
1,3793,251,1.0
1,867,242,1.0
1,515,5219,0.0
1,846,133,1.0
1,39,4707,0.0
1,889,225,1.0
1,5024,293,1.0
1,4027,205,1.0
1,9,4626,0.0
1,106,4745,0.0
1,4161,525,1.0
1,4070,355,1.0
1,293,724,0.0
1,209,4923,0.0
1,151,4766,0.0
1,872,134,1.0
1,444,5158,0.0
1,1075,5430,0.0
1,532,5249,0.0
1,4092,154,1.0
1,113,4846,0.0
1,720,46,1.0
1,122,4726,0.0
1,299,809,0.0
1,714,5836,0.0
1,4354,752,1.0
1,811,48,1.0
1,66,4630,0.0
1,211,284,0.0
1,239,4876,0.0
1,3957,170,1.0
1,3846,135,1.0
1,563,5411,0.0
1,3904,126,1.0
1,3877,229,1.0
1,350,233,1.0
1,4305,667,1.0
1,3898,174,1.0
1,11,4605,0.0
1,3831,167,1.0
1,3714,17,1.0
1,4429,529,1.0
1,1184,5750,0.0
1,216,4782,0.0
1,787,5172,0.0
1,4200,192,1.0
1,4077,416,1.0
1,266,5079,0.0
1,4781,372,1.0
1,3715,25,1.0
1,703,0,1.0
1,3943,150,1.0
1,3771,153,1.0
1,340,915,0.0
1,4358,112,1.0
1,4109,154,1.0
1,48,4625,0.0
1,3856,128,1.0
1,532,1086,0.0
1,3774,75,1.0
1,769,58,1.0
1,798,119,1.0
1,3907,284,1.0
1,1637,5492,0.0
1,125,597,0.0
1,3781,116,1.0
1,17,4635,0.0
1,864,5615,0.0
1,667,6,1.0
1,4352,670,1.0
1,4137,275,1.0
1,285,4770,0.0
1,876,68,1.0
1,1015,5244,0.0
1,605,5321,0.0
1,121,4856,0.0
1,434,5003,0.0
1,259,4837,0.0
1,942,9934,0.0
1,119,4700,0.0
1,1157,4999,0.0
1,11165,77,1.0
1,49,89,0.0
1,116,941,0.0
1,3792,33,1.0
1,2,4589,0.0
1,1,4585,0.0
1,4721,421,1.0
1,1059,152,1.0
1,38,4898,0.0
1,99,4832,0.0
1,4206,951,1.0
1,888,156,1.0
1,4107,573,1.0
1,3750,53,1.0
1,4168,422,1.0
1,871,106,1.0
1,7747,337,1.0
1,3,4594,0.0
1,4799,519,1.0
1,1041,442,1.0
1,88,4721,0.0
1,222,5066,0.0
1,89,4854,0.0
1,716,7,1.0
1,3693,2,1.0
1,216,4793,0.0
1,3860,74,1.0
1,112,807,0.0
1,1350,539,1.0
1,4944,494,1.0
1,4075,46,1.0
1,23,548,0.0
1,3846,36,1.0
1,132,851,0.0
1,502,5270,0.0
1,1524,793,1.0
1,776,61,1.0
1,420,404,1.0
1,985,282,1.0
1,5199,544,1.0
1,3813,120,1.0
1,990,236,1.0
1,3693,2,1.0
1,284,4806,0.0
1,3856,38,1.0
1,1043,152,1.0
1,2698,826,1.0
1,4554,878,1.0
1,100,4859,0.0
1,610,5786,0.0
1,501,5275,0.0
1,4038,275,1.0
1,853,212,1.0
1,4601,983,1.0
1,15,4625,0.0
1,3712,8,1.0
1,5,4590,0.0
1,4334,109,1.0
1,4334,109,1.0
1,4192,425,1.0
1,818,59,1.0
1,4427,120,1.0
1,2,4586,0.0
1,408,759,0.0
1,3998,111,1.0
1,957,293,1.0
1,3930,205,1.0
1,41,4622,0.0
1,33,4623,0.0
1,666,1,1.0
1,4251,306,1.0
1,3927,328,1.0
1,266,4742,0.0
1,3711,11,1.0
1,4222,597,1.0
1,14,4618,0.0
1,169,4840,0.0
1,487,5026,0.0
1,4035,185,1.0
1,3752,29,1.0
1,54,4663,0.0
1,642,1067,1.0
1,32,4903,0.0
1,1702,259,1.0
1,4083,185,1.0
1,96,4703,0.0
1,540,4973,0.0
1,1835,878,1.0
1,1334,107,1.0
1,1,4584,0.0
1,4993,843,1.0
1,220,4896,0.0
1,3996,167,1.0
1,4148,286,1.0
1,312,855,0.0
1,86,4792,0.0
1,3751,56,1.0
1,4041,134,1.0
1,29,4684,0.0
1,1,4586,0.0
1,76,4608,0.0
1,278,4809,0.0
1,28,4886,0.0
1,183,4871,0.0
1,3954,164,1.0
1,3705,25,1.0
1,4198,206,1.0
1,1584,8682,0.0
1,3704,7,1.0
1,284,4866,0.0
1,3845,224,1.0
1,1584,8682,0.0
1,492,5473,0.0
1,4310,504,1.0
1,125,4868,0.0
1,467,5079,0.0
1,5796,815,1.0
1,118,4826,0.0
1,212,4893,0.0
1,3990,363,1.0
1,266,5049,0.0
1,1301,107,1.0
1,4564,540,1.0
1,4162,480,1.0
1,842,276,1.0
1,2,4592,0.0
1,698,49,1.0
1,93,4691,0.0
1,786,79,1.0
1,116,9509,0.0
1,822,81,1.0
1,4059,160,1.0
1,3786,182,1.0
1,146,5030,0.0
1,3953,417,1.0
1,298,4838,0.0
1,291,879,0.0
1,152,4705,0.0
1,768,123,1.0
1,2681,583,1.0
1,4005,255,1.0
1,754,4896,0.0
1,809,31,1.0
1,1095,184,1.0
1,1790,748,1.0
1,66,4631,0.0
1,258,4872,0.0
1,162,22,1.0
1,339,5062,0.0
1,4446,523,1.0
1,1029,37,1.0
1,3719,28,1.0
1,85,4651,0.0
1,1231,294,1.0
1,472,5420,0.0
1,4056,421,0.0
1,156,54,1.0
1,249,4782,0.0
1,997,5540,0.0
1,3718,2,1.0
1,682,28,1.0
1,444,5305,0.0
1,836,149,1.0
1,295,4969,0.0
1,11,4594,0.0
1,361,981,0.0
1,725,36,1.0
1,5795,815,1.0
1,295,4920,0.0
1,4811,794,1.0
1,3767,24,1.0
1,555,5158,0.0
1,4753,201,1.0
1,4531,1000,1.0
1,224,4885,0.0
1,432,5246,0.0
1,142,4903,0.0
1,4660,448,1.0
1,156,4965,0.0
1,1584,8682,0.0
1,3861,85,1.0
1,3764,7,1.0
1,9,4633,0.0
1,662,0,1.0
1,600,728,1.0
1,20,4658,0.0
1,256,665,0.0
1,1079,5216,0.0
1,4399,562,1.0
1,235,120,1.0
1,4334,109,1.0
1,64,4748,0.0
1,24,4657,0.0
1,282,4990,0.0
1,364,4981,0.0
1,4799,333,1.0
1,3845,137,1.0
1,3732,50,1.0
1,99,4667,0.0
1,757,5315,0.0
1,1371,5624,0.0
1,4509,307,1.0
1,487,5221,0.0
1,3733,7,1.0
1,79,4942,0.0
1,169,4730,0.0
1,1050,195,1.0
1,735,66,1.0
1,739,5821,0.0
1,1102,152,1.0
1,3936,70,1.0
1,4038,347,1.0
1,488,4826,0.0
1,505,5061,0.0
1,763,31,1.0
1,443,4906,0.0
1,3,4592,0.0
1,241,5106,0.0
1,0,501,0.0
1,578,5188,0.0
1,111,4767,0.0
1,5,13762,0.0
1,3765,38,1.0
1,143,4712,0.0
1,3950,209,1.0
1,421,5018,0.0
1,15,31,0.0
1,3929,180,1.0
1,1584,8682,0.0
1,50,702,0.0
1,4541,560,1.0
1,4701,368,1.0
1,174,4642,0.0
1,3815,22,1.0
1,94,4703,0.0
1,440,5061,0.0
1,3750,33,1.0
1,737,10362,0.0
1,925,5611,0.0
1,1043,38,1.0
1,312,5087,0.0
1,142,4886,0.0
1,3783,115,1.0
1,3745,10,1.0
1,51,4745,0.0
1,4334,109,1.0
1,253,4905,0.0
1,268,964,0.0
1,3698,4,1.0
1,988,5204,0.0
1,28,4629,0.0
1,4168,461,1.0
1,28,4888,0.0
1,7873,511,1.0
1,7,4589,0.0
1,1362,121,1.0
1,16,526,0.0
1,4334,109,1.0
1,479,929,0.0
1,3921,35,1.0
1,263,865,0.0
1,4329,456,1.0
1,4162,337,1.0
1,3715,18,1.0
1,179,5054,0.0
1,4169,195,1.0
1,3736,100,1.0
1,242,4975,0.0
1,3694,4,1.0
1,7679,399,1.0
1,238,4814,0.0
1,3806,55,1.0
1,3692,2,1.0
1,367,5068,0.0
1,371,5076,0.0
1,707,51,1.0
1,3974,170,1.0
1,4,4586,0.0
1,247,66,1.0
1,4731,687,1.0
1,34,4888,0.0
1,1,4585,0.0
1,4415,332,1.0
1,3797,74,1.0
1,260,4848,0.0
1,140,0,1.0
1,3994,345,1.0
1,3883,302,1.0
1,86,4762,0.0
1,73,9249,0.0
1,3696,7,1.0
1,10,4595,0.0
1,361,5148,0.0
1,3835,293,1.0
1,134,4789,0.0
1,3978,347,1.0
1,3837,252,1.0
1,72,636,0.0
1,4446,517,1.0
1,3,4595,0.0
1,2,509,0.0
1,3954,50,1.0
1,988,5573,0.0
1,3939,106,1.0
1,890,244,1.0
1,1210,541,1.0
1,604,1070,0.0
1,4810,926,1.0
1,36,4658,0.0
1,4197,413,1.0
1,4064,228,1.0
1,4152,655,1.0
1,146,4920,0.0
1,144,4733,0.0
1,786,102,1.0
1,3838,252,1.0
1,58,4671,0.0
1,124,4729,0.0
1,4013,435,1.0
1,5,58,0.0
1,279,4878,0.0
1,701,5094,0.0
1,717,13,1.0
1,1228,715,1.0
1,117,5024,0.0
1,3694,2,1.0
1,48,4635,0.0
1,3693,6,1.0
1,742,62,1.0
1,4361,615,1.0
1,729,5322,0.0
1,320,4938,0.0
1,708,5180,0.0
1,3870,144,1.0
1,138,4737,0.0
1,949,289,1.0
1,304,4770,0.0
1,311,5026,0.0
1,4118,276,1.0
1,111,4785,0.0
1,521,5185,0.0
1,4456,145,1.0
1,35,4654,0.0
1,3868,46,1.0
1,204,4959,0.0
1,45,4628,0.0
1,297,4884,0.0
1,59,552,0.0
1,3768,10,1.0
1,725,45,1.0
1,4239,541,1.0
1,26,566,0.0
1,802,5358,0.0
1,938,171,1.0
1,407,5020,0.0
1,3699,5,1.0
1,48,4635,0.0
1,520,4878,0.0
1,1041,306,1.0
1,3,4599,0.0
1,189,703,0.0
1,229,4892,0.0
1,396,926,0.0
1,83,4666,0.0
1,4016,250,1.0
1,567,5079,0.0
1,21,4631,0.0
1,3937,332,1.0
1,160,4841,0.0
1,4352,447,1.0
1,28,4890,0.0
1,87,4678,0.0
1,4785,458,1.0
1,1,4585,0.0
1,109,4732,0.0
1,9,4615,0.0
1,4334,109,1.0
1,546,5330,0.0
1,16,4596,0.0
1,660,0,1.0
1,8093,1032,1.0
1,245,13984,0.0
1,4714,769,1.0
1,4035,258,1.0
1,608,5235,0.0
1,287,4683,0.0
1,430,5138,0.0
1,3745,9,1.0
1,3880,141,1.0
1,1,510,0.0
1,14,4611,0.0
1,269,4845,0.0
1,711,0,1.0
1,3699,3,1.0
1,33,4899,0.0
1,791,109,1.0
1,4028,380,1.0
1,3728,38,1.0
1,5377,1253,1.0
1,961,267,1.0
1,168,4949,0.0
1,264,4774,0.0
1,776,18,1.0
1,803,4923,0.0
1,748,144,1.0
1,139,4866,0.0
1,10,4618,0.0
1,4501,236,1.0
1,159,4869,0.0
1,992,195,1.0
1,58,574,0.0
1,1056,249,1.0
1,3775,69,1.0
1,4537,292,1.0
1,2,4587,0.0
1,258,4749,0.0
1,293,4877,0.0
1,248,4857,0.0
1,844,5663,0.0
1,4335,109,1.0
1,862,150,1.0
1,432,4916,0.0
